lead_origin,lead_source,do_not_email,do_not_call,total_visits,total_time_on_website,page_views_per_visit,last_activity,country,specialization,occupation,course_selection_priority,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_course_updates,tags,lead_quality,supply_chain_updates,dm_content_updates,lead_profile,city,asym_activity_index,asym_profile_index,asym_activity_score,asym_profile_score,agreed_to_pay_cheque,free_interview_guide,last_notable_activity,lead_source_was_missing,total_visits_was_missing,specialization_was_missing,occupation_was_missing,city_was_missing,heard_about_source_was_missing,asym_data_missing,conversion_probability,rank,priority_tier,true_label
API,Organic Search,0,0,5,772,2.5,SMS Sent,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,2,2,15.0,15.0,0,0,SMS Sent,0,0,1,0,1,1,0,0.8705086248606948,320,Hot,1
Lead Add Form,Reference,0,0,,186,,,,Human Resource Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Modified,0,1,0,0,0,1,0,0.8701369151862438,321,Hot,1
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Worst,0,0,Other Leads,Thane & Outskirts,2,2,15.0,14.0,0,0,Modified,0,0,0,0,0,1,0,0.8698701222551966,322,Hot,0
Landing Page Submission,Direct Traffic,0,0,2,1202,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.8697323894718898,323,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,1020,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Modified,0,0,0,0,0,0,0,0.8694291628176963,324,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,1425,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,wrong number given,,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,SMS Sent,0,0,0,0,0,1,0,0.8693597436053676,325,Hot,0
API,Olark Chat,0,0,2,1122,1.0,Form Submitted on Website,India,Operations Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,13.0,18.0,0,1,Modified,0,0,0,0,0,1,0,0.8683500221277481,326,Hot,1
API,Olark Chat,0,0,0,0,0.0,Email Opened,,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to Others,Low in Relevance,0,0,Other Leads,Other Cities,,,,,0,0,Modified,0,0,0,0,0,1,1,0.8680510141011072,327,Hot,0
API,Olark Chat,0,0,10,1290,2.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Select,Other Cities of Maharashtra,2,2,15.0,13.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.8672979103295744,328,Hot,1
Lead Add Form,,1,0,0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,,0,0,Select,,,,,,0,0,SMS Sent,1,0,1,0,1,1,1,0.8659930915125116,329,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Email Opened,0,0,1,0,0,1,0,0.8623650403510446,330,Hot,1
API,Olark Chat,0,0,0,0,0.0,Email Opened,,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.8595590472862001,331,Hot,1
API,Olark Chat,0,0,0,0,0.0,SMS Sent,,Retail Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Other Cities,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.8589983732266303,332,Hot,1
Landing Page Submission,Organic Search,0,0,3,1367,3.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Other Cities,2,2,15.0,14.0,0,1,Modified,0,0,0,0,0,1,0,0.8587450200901157,333,Hot,0
Landing Page Submission,Referral Sites,0,0,5,1342,5.0,Email Opened,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,,0,0,Select,Other Metro Cities,2,2,13.0,15.0,0,1,Email Opened,0,0,0,0,0,1,0,0.8587331967469611,334,Hot,1
API,Olark Chat,0,0,0,0,0.0,Email Opened,,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.858514765401146,335,Hot,1
Landing Page Submission,Direct Traffic,0,0,17,1056,4.25,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Select,Mumbai,3,3,16.0,18.0,0,1,Page Visited on Website,0,0,0,0,0,1,0,0.8567098099573125,336,Hot,1
Landing Page Submission,Google,0,0,4,1568,4.0,Email Opened,India,Finance Management,Housewife,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Other Leads,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8551187728086382,337,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,1744,2.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,Not Sure,0,0,Select,Mumbai,2,3,15.0,17.0,0,1,Email Opened,0,0,0,0,0,1,0,0.8533174289518424,338,Hot,1
API,Social Media,0,0,2,942,2.0,Olark Chat Conversation,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,2,15.0,14.0,0,0,Modified,0,0,0,0,1,1,0,0.8524773599271385,339,Hot,1
Landing Page Submission,Direct Traffic,0,0,2,850,2.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Other Leads,Other Cities,2,2,15.0,16.0,0,0,Email Opened,0,0,0,0,0,0,0,0.8512283932516501,340,Hot,1
Landing Page Submission,Organic Search,0,0,6,1578,3.0,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Other Cities,2,2,15.0,13.0,0,1,Email Opened,0,0,0,0,0,1,0,0.8476963418410652,341,Hot,1
API,Google,0,0,12,734,1.71,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Potential Lead,Mumbai,2,3,15.0,18.0,0,1,Email Opened,0,0,0,0,0,1,0,0.844066873214485,342,Hot,1
Landing Page Submission,Google,0,0,7,1274,2.33,Email Opened,India,Marketing Management,Other,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8425431633462116,343,Hot,1
Landing Page Submission,Google,0,0,12,806,3.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Might be,0,0,Select,Other Cities of Maharashtra,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8422782665360786,344,Hot,0
Lead Add Form,Reference,0,0,,1028,,,,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,2,3,13.0,19.0,0,0,Modified,0,1,0,0,1,1,0,0.8414034168380927,345,Hot,0
Landing Page Submission,Google,0,0,4,1708,4.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Other Leads,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8400719681108747,346,Hot,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Might be,0,0,Potential Lead,Mumbai,2,3,15.0,17.0,0,0,Modified,0,0,1,0,0,1,0,0.8392725435685593,347,Hot,0
Landing Page Submission,Organic Search,0,0,3,830,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Select,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.8390045777944801,348,Hot,1
Landing Page Submission,Google,0,0,5,1732,5.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8389883056611063,349,Hot,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Select,Mumbai,2,2,15.0,16.0,0,0,Email Opened,0,0,1,0,0,1,0,0.8388832804949669,350,Hot,1
Landing Page Submission,Google,0,0,4,1166,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8387784087359547,351,Hot,0
Lead Add Form,,1,0,0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Select,,2,2,14.0,16.0,0,0,SMS Sent,1,0,1,0,1,1,0,0.8373427240759097,352,Hot,1
Landing Page Submission,Google,0,0,8,1558,2.67,Olark Chat Conversation,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Other Leads,Mumbai,,,,,0,1,Olark Chat Conversation,0,0,0,0,0,1,1,0.8359244338736779,353,Hot,1
Landing Page Submission,Google,0,0,7,1201,7.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Not Sure,0,0,Select,Thane & Outskirts,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8348475916337171,354,Hot,1
Landing Page Submission,Direct Traffic,0,0,7,1576,7.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.8348243616716514,355,Hot,1
API,Organic Search,0,0,11,1700,11.0,Email Opened,India,Healthcare Management,Businessman,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,3,1,16.0,12.0,0,0,Email Opened,0,0,0,0,1,1,0,0.8346116861337841,356,Hot,1
Landing Page Submission,Direct Traffic,0,0,4,1559,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Select,Thane & Outskirts,,,,,0,0,Modified,0,0,0,0,0,0,1,0.8340949339530299,357,Hot,1
Landing Page Submission,Direct Traffic,0,0,5,1006,2.5,Email Opened,India,Marketing Management,Other,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.8331650087140511,358,Hot,1
Landing Page Submission,Organic Search,0,0,9,1562,3.0,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,Not Sure,0,0,Select,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.8323858826602665,359,Hot,1
Landing Page Submission,Organic Search,0,0,7,1549,7.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.83151112610699,360,Hot,1
Landing Page Submission,Organic Search,1,0,4,56,4.0,Email Bounced,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,High in Relevance,0,0,Potential Lead,Mumbai,,,,,0,1,Email Bounced,0,0,0,0,0,1,1,0.8314153596670634,361,Hot,1
API,Organic Search,0,0,8,1651,8.0,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.8294430983805221,362,Hot,1
Landing Page Submission,Google,0,0,5,1473,5.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Other Cities,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8293007663293127,363,Hot,1
Landing Page Submission,Google,0,0,3,1905,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Other Leads,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8288983983997004,364,Hot,1
Lead Import,Facebook,0,0,,1542,,Email Bounced,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,2,2,14.0,15.0,0,0,Modified,0,1,1,0,0,1,0,0.827557354664051,365,Hot,1
API,Google,0,0,3,937,1.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,,,,,,0,0,Email Opened,0,0,0,0,1,1,1,0.8273778298264747,366,Hot,0
Landing Page Submission,Google,0,0,6,617,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,2,3,15.0,18.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.8267923119521411,367,Hot,0
API,Google,0,0,3,1570,1.5,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,,,,,0,0,Email Opened,0,0,1,0,1,1,1,0.8257275487382296,368,Hot,0
Landing Page Submission,Google,0,0,3,1489,3.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8256717686881315,369,Hot,0
API,Google,0,0,2,1488,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.8255073496937636,370,Hot,1
Landing Page Submission,Direct Traffic,0,0,8,1282,1.14,Email Link Clicked,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,Might be,0,0,Select,Thane & Outskirts,,,,,0,1,Email Link Clicked,0,0,0,0,0,1,1,0.8253346409112858,371,Hot,1
Landing Page Submission,Organic Search,0,0,6,943,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,Other Cities of Maharashtra,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8248559960696304,372,Hot,0
Landing Page Submission,Google,0,0,3,1303,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Thane & Outskirts,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8240114471767652,373,Hot,1
Landing Page Submission,Google,0,0,2,1507,2.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Other Leads,Thane & Outskirts,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8239590400959049,374,Hot,1
Landing Page Submission,Direct Traffic,0,0,7,1720,2.33,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Other Cities,,,,,0,0,Modified,0,0,0,0,0,0,1,0.8226499375811133,375,Hot,0
API,Organic Search,0,0,4,861,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Select,,,,,,0,0,SMS Sent,0,0,0,0,1,1,1,0.8226198041839436,376,Hot,1
API,Organic Search,0,0,15,914,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Dual Specialization Student,Thane & Outskirts,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.8224188658472203,377,Hot,1
Landing Page Submission,Google,0,0,4,1172,4.0,SMS Sent,India,E-COMMERCE,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Potential Lead,Other Cities of Maharashtra,2,2,14.0,16.0,0,0,SMS Sent,0,0,0,0,0,0,0,0.8222419914156309,378,Hot,1
Landing Page Submission,Google,0,0,4,1494,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8212420521150229,379,Hot,1
Landing Page Submission,Google,0,0,4,1346,2.0,Page Visited on Website,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Thane & Outskirts,2,2,14.0,16.0,0,0,Page Visited on Website,0,0,0,0,0,0,0,0.8207062743016751,380,Hot,1
Landing Page Submission,Google,0,0,3,1137,1.5,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Select,Other Metro Cities,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8202175445442892,381,Hot,1
Landing Page Submission,Direct Traffic,0,0,8,1568,8.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.8200297053691781,382,Hot,1
Landing Page Submission,Google,0,0,10,877,3.33,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Metro Cities,,,,,0,0,Page Visited on Website,0,0,0,0,0,0,1,0.8199096824056655,383,Hot,0
Landing Page Submission,Direct Traffic,0,0,4,887,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.8198250586643198,384,Hot,1
API,Google,0,0,26,1157,2.17,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.8197234294282449,385,Hot,1
Landing Page Submission,Direct Traffic,0,0,3,1886,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Thane & Outskirts,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.8197148223505379,386,Hot,1
Landing Page Submission,Organic Search,0,0,4,1216,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,,,,,0,0,SMS Sent,0,0,0,0,1,1,1,0.8195741947130812,387,Hot,1
Landing Page Submission,Google,0,0,6,942,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,Low in Relevance,0,0,Other Leads,Other Cities of Maharashtra,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8193882665254849,388,Hot,1
Landing Page Submission,Google,0,0,4,1346,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8189144017337013,389,Hot,0
API,Referral Sites,0,0,11,1863,5.5,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,3,2,16.0,13.0,0,0,SMS Sent,0,0,1,0,1,1,0,0.8187258819407957,390,Hot,1
Landing Page Submission,Direct Traffic,0,0,4,1288,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.8183604809454226,391,Hot,1
Landing Page Submission,Google,0,0,3,1314,3.0,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,Mumbai,,,,,0,0,Modified,0,0,0,0,0,0,1,0.8180425463180551,392,Hot,0
Landing Page Submission,Google,0,0,4,1107,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.8175436859665222,393,Hot,1
Landing Page Submission,Direct Traffic,0,0,3,1613,3.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.8173671955496389,394,Hot,0
Landing Page Submission,Direct Traffic,0,0,5,1340,1.67,SMS Sent,India,Healthcare Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Other Cities,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.8167805980855142,395,Hot,0
Landing Page Submission,Direct Traffic,0,0,6,1703,6.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Select,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.8165296190251858,396,Hot,1
Lead Add Form,Reference,0,0,0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Potential Lead,,2,3,14.0,19.0,0,0,SMS Sent,0,0,1,0,1,1,0,0.816436535608326,397,Hot,1
Landing Page Submission,Google,0,0,3,1637,3.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.8164161179317051,398,Hot,1
API,Olark Chat,0,0,5,1387,1.67,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Thane & Outskirts,2,3,14.0,17.0,0,1,Email Opened,0,0,0,0,0,1,0,0.8163139151314468,399,Hot,1
Landing Page Submission,Organic Search,0,0,13,1311,1.86,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.8162232459191266,400,Hot,1
Landing Page Submission,Direct Traffic,0,0,3,1709,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.8151897192727304,401,Hot,0
API,Organic Search,0,0,8,1138,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Dual Specialization Student,Thane & Outskirts,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.8146267336084474,402,Hot,1
